episode,return,length,timesteps
604,-0.02081160619854927,53,130219
605,-0.0429903082549572,97,130316
606,-0.013987679034471512,60,130376
607,-0.016611045226454735,65,130441
608,-0.0429295115172863,87,130528
609,-0.03908439353108406,99,130627
610,-0.00956491194665432,69,130696
611,-0.04385780170559883,163,130859
612,-0.018490992486476898,53,130912
613,-0.018595311790704727,85,130997
614,-0.013707391917705536,62,131059
615,-0.013141665607690811,75,131134
616,-0.010604655370116234,84,131218
617,-0.042824890464544296,69,131287
618,-0.042469777166843414,41,131328
619,-0.020620301365852356,61,131389
620,0.09917230904102325,384,131773
621,-0.04073745384812355,60,131833
622,-0.02106384187936783,54,131887
623,-21.114778518676758,1130,133017
624,-0.020281443372368813,47,133064
625,-0.015006441622972488,55,133119
626,-0.04317370802164078,92,133211
627,-0.043403010815382004,109,133320
628,-0.03779143840074539,188,133508
629,-0.04257306084036827,65,133573
630,-0.04255788028240204,51,133624
631,-0.019328244030475616,56,133680
632,-0.04255172610282898,48,133728
633,-19.294891357421875,1058,134786
634,-0.04285237565636635,78,134864
635,-0.02103874646127224,67,134931
636,-0.0200132355093956,71,135002
637,-0.015295717865228653,82,135084
638,-0.020642489194869995,48,135132
639,-0.01498175784945488,67,135199
640,-0.04267054423689842,88,135287
641,-0.04265469312667847,61,135348
642,-0.015766475349664688,62,135410
643,0.005080625414848328,181,135591
644,-10.10991382598877,661,136252
645,-0.042801301926374435,65,136317
646,-0.01794985868036747,46,136363
647,-0.028237255290150642,110,136473
648,-0.0429484024643898,102,136575
649,-3.3239102363586426,452,137027
650,-0.04332394152879715,138,137165
651,-0.018857087939977646,90,137255
652,-0.03530142456293106,58,137313
653,-0.041386958211660385,52,137365
654,-0.042772527784109116,77,137442
655,-0.043395038694143295,95,137537
656,-0.04273993521928787,75,137612
657,-0.04289483278989792,58,137670
658,-0.04791183024644852,275,137945
659,-0.020244721323251724,47,137992
660,-0.02039533667266369,61,138053
661,-0.03739341348409653,45,138098
662,-0.04257173836231232,106,138204
663,-0.042452163994312286,50,138254
664,-0.02087215520441532,41,138295
665,-0.04290343075990677,68,138363
666,-0.02035840041935444,59,138422
667,0.007318116724491119,95,138517
668,-0.04294301196932793,65,138582
669,-0.02560826577246189,115,138697
670,-0.04372025281190872,96,138793
671,-0.021585801616311073,68,138861
672,0.19459423422813416,378,139239
673,-0.042506299912929535,44,139283
674,-0.014902133494615555,68,139351
675,0.08081141859292984,151,139502
676,-0.04320065304636955,100,139602
677,-0.021205980330705643,53,139655
678,-0.022363122552633286,63,139718
679,-0.0198828037828207,53,139771
680,-0.020627595484256744,59,139830
681,-10.403273582458496,687,140517
682,-0.04277589172124863,55,140572
683,-0.02400890737771988,63,140635
684,-0.020977476611733437,53,140688
685,-0.020430535078048706,52,140740
686,-0.02044273167848587,63,140803
687,-0.013589626178145409,64,140867
688,-0.04303416982293129,70,140937
689,-2.3139874935150146,624,141561
690,-0.043019458651542664,68,141629
691,-0.04286836087703705,55,141684
692,-0.015851644799113274,58,141742
693,-0.01701285131275654,66,141808
694,-0.04332686960697174,88,141896
695,-0.02277788519859314,75,141971
696,-0.042704906314611435,59,142030
697,-0.0016537867486476898,74,142104
698,-0.04273800551891327,57,142161
699,-0.006485018879175186,80,142241
700,-0.01126307062804699,124,142365
701,-0.014763208106160164,63,142428
702,-0.042970456182956696,62,142490
703,-0.02141661010682583,56,142546
704,-0.023113446310162544,78,142624
705,-0.02170729823410511,103,142727
706,-0.0427534282207489,52,142779
707,-0.042760543525218964,50,142829
708,0.03712448850274086,106,142935
709,-0.043147262185811996,90,143025
710,-0.01759033277630806,82,143107
711,-0.021055495366454124,60,143167
712,-0.042856499552726746,61,143228
713,-0.021170156076550484,51,143279
714,-0.04277433827519417,58,143337
715,-0.010076705366373062,76,143413
716,-0.020289767533540726,60,143473
717,-0.043130483478307724,95,143568
718,-0.0034149140119552612,96,143664
719,-0.043001577258110046,57,143721
720,-0.043196119368076324,68,143789
721,-0.04297250881791115,82,143871
722,-0.042918261140584946,61,143932
723,-0.02133413404226303,50,143982
724,-0.024993564933538437,65,144047
725,-0.019942142069339752,45,144092
726,-0.04290441796183586,59,144151
727,-0.01765865460038185,64,144215
728,-0.020679330453276634,57,144272
729,-0.015176914632320404,59,144331
730,-0.042888619005680084,61,144392
731,-0.04349683225154877,99,144491
732,-0.03674052283167839,80,144571
733,-0.016364891082048416,58,144629
734,-0.025686008855700493,92,144721
735,-0.043043412268161774,61,144782
736,-0.043116580694913864,66,144848
737,-0.04329264163970947,77,144925
738,-0.00905725359916687,72,144997
739,-0.008512340486049652,98,145095
740,-0.035339076071977615,61,145156
741,-0.015117855742573738,58,145214
742,-0.021283568814396858,59,145273
743,-0.043012846261262894,63,145336
744,-0.01953648030757904,61,145397
745,-0.018324296921491623,70,145467
746,-0.021388167515397072,56,145523
747,-0.03997785970568657,52,145575
748,-0.042961589992046356,56,145631
749,-0.004797238856554031,87,145718
750,-0.04314824193716049,69,145787
751,-3.685175895690918,412,146199
752,-0.03982249274849892,60,146259
753,-0.005522485822439194,82,146341
754,-0.042099833488464355,75,146416
755,-0.02055955119431019,54,146470
756,-0.0431535542011261,62,146532
757,0.008044175803661346,126,146658
758,-0.030140619724988937,61,146719
759,-0.04322943091392517,76,146795
760,-0.0016175247728824615,88,146883
761,-0.01505224034190178,81,146964
762,0.028159406036138535,176,147140
763,-14.396933555603027,808,147948
764,-0.02088071033358574,66,148014
765,0.0033079497516155243,100,148114
766,-0.04315232113003731,78,148192
767,0.003615710884332657,99,148291
768,-0.021882086992263794,56,148347
769,0.036231640726327896,194,148541
770,-0.04323754459619522,70,148611
771,-0.02155374176800251,56,148667
772,-0.04311950132250786,57,148724
773,-0.0429253876209259,88,148812
774,-0.04149055853486061,56,148868
775,0.00413760170340538,126,148994
776,-0.006815813481807709,110,149104
777,0.007242921739816666,132,149236
778,0.11901958286762238,264,149500
779,-0.042784351855516434,94,149594
780,-0.030493799597024918,99,149693
781,0.008345574140548706,110,149803
782,-0.031012317165732384,68,149871
783,-0.021340686827898026,63,149934
784,-0.018909431993961334,74,150008
785,-0.0432058647274971,63,150071
786,-0.029354028403759003,101,150172
787,0.05412238836288452,134,150306
788,-9.383261203765869e-05,94,150400
789,-0.044502485543489456,169,150569
790,-16.189830780029297,906,151475
791,-0.001825425773859024,123,151598
792,-0.043172646313905716,66,151664
793,-11.672554016113281,735,152399
794,-0.01732775941491127,98,152497
795,0.013615857809782028,91,152588
796,-0.043386589735746384,78,152666
797,-0.01109752245247364,95,152761
798,-0.04331601411104202,141,152902
799,-0.02252827398478985,59,152961
800,-0.004709608852863312,87,153048
801,-0.04364185407757759,98,153146
802,-0.018052276223897934,61,153207
803,-0.006615772843360901,93,153300
804,-0.010089952498674393,67,153367
805,-0.0019305460155010223,107,153474
806,-0.019412461668252945,76,153550
807,-0.04334146901965141,67,153617
808,0.03046555072069168,113,153730
809,-0.03741736710071564,116,153846
810,-0.020323725417256355,68,153914
811,-0.04314533248543739,50,153964
812,-0.02076980471611023,57,154021
813,-0.043498486280441284,77,154098
814,0.027576997876167297,162,154260
815,-0.04343520477414131,76,154336
816,-0.04445434361696243,179,154515
817,-0.043634846806526184,83,154598
818,-10.489089012145996,670,155268
819,-0.033840179443359375,72,155340
820,-0.014043226838111877,115,155455
821,-0.043245404958724976,68,155523
822,-11.153061866760254,677,156200
823,-0.04348563402891159,66,156266
824,-0.0436050109565258,82,156348
825,-12.979461669921875,748,157096
826,-0.0061416663229465485,92,157188
827,-0.019538670778274536,54,157242
